11.43\ca\1077142\2236803\127716964.html,Avon Lodge B&amp;B,"""We have just stayed at this property. It is reasonably new to the market and the hosts are so eager to make sure that the property is perfect for guests. We are a family of five which was the maximum limit of the property with a put up bed but we were all comfortable  the property is fully self contained  Exceptional cleanliness and very good facilities  The hosts are very friendly and cannot seem to help you enough.  We thoroughly enjoyed our stay and would visit again!",5,positive
11.43\ca\1077142\2236803\131150749.html,Avon Lodge B&amp;B,"""I enjoyed a lovely evening at the Lodge, it is a great place to stay,if you prefer the personal touch,as opposed to the big name, faceless hotels along the M4 corridor.\n\nA short distance off the M4, in a tranquil setting, the owners bent over backwards to accommodate me. \nAnd the setting, with the well kept gardens and sprawling countryside was very peaceful.\n\nThe bedroom was spotless and the bed comfy,the bathroom fit for a king.\nI didn't make use of the sitting room, or kitchen, but i can imagine it would be great for a person,who wanted to stay for more than a night, and be self sufficient.\nThere are a couple of nice local pubs, which serve good food too.\n\nThe price was very reasonable, far better value for money the the afore-mentioned big named hotels.\nI would highly recommend this accommodation.\nThanks both for making my stay most enjoyable.\nJohn",5,positive
11.43\ca\1077142\2236803\132605608.html,Avon Lodge B&amp;B,"""This is no ordinary bed and breakfast, it's a home from home! Chris and Carole are exceptional hosts, really wanting to do their utmost to provide a positive experience for guests. And they succeed.\nFor a start, the property provides two double bedrooms, a bathroom, sitting room\u002Fkitchen, cloakroom and conservatory\u002Fdining room, just across the drive from their own home. It's absolutely spotless, and towels, duvets, mattresses, indeed everything provided, are of top quality.\nThere is the bonus of being able to cook an evening meal or lunch, watch TV in a comfy sitting room, or sit in the conservatory and watch the birds in the garden. Full English breakfast is cooked and served in your property, and is certainly enough to keep you fuelled for a full day's sightseeing!\nThere's a nice friendly pub in the local village which does good food, and the property is well-placed for visiting places like Bath, Chippenham and Lacock.\nA little gem.",5,positive
11.43\ca\1077142\2236803\132840548.html,Avon Lodge B&amp;B,"""Staying here was so different from my experiences of other B&Bs. We had the full use of all the property, situated next to the owners home. It consists of 2 double bedrooms, huge bathroom with country views, lounge\u002Fkitchen, conservatory\u002Fdining room and downstairs WC.  The setting is very peaceful, at the end of a lane in a small village, surrounded by well kept gardens and fields.The whole place is well decorated and spotless, with top quality bedding, towels etc. The hosts, Carole and Chris were very welcoming, and went out of their way to make our stay comfortable. Chris cooked a good breakfast for us in the property, more than enough to see us through the day. (You can choose to cook your own if you prefer, with ingredients provided). We were able to cook indoors and relax one night, and visited the local friendly pub for good food and beer another.  Easy to find, and very well placed for visits to Bath, Chippenhametc.  A thoroughly enjoyable, relaxing stay at a great price.",5,positive
11.43\ca\1077142\2236803\135864051.html,Avon Lodge B&amp;B,"""We came for the music festival WOMAD in Malmesbury but did not wish to camp in this unpredictable weather! We found this gem by chance and were so lucky! We were welcomed by Carol & Chris' daughter who was really friendly. She gave us a tour of the place and was available for any questions. This is not just a B&B room but rather a flat in an annex with its own kitchen and lounge with a great plasma TV (sadly we didn\u2019t have much time to make full use of the lounge). The bed was very comfortable and so were the towels.\nBreakfast was lovely. We chose not to have cooked breakfast, although I understand Chris' cooking is excellent. We had fresh pastries, fresh fruits, toasts, cereals, yogurts, etc. \nChris and Carol were always happy to help and didn\u2019t mind us coming back late in the evening.\nThey are truly great hosts and I would love to go back to this part of England just to stay there again! Lastly, I will add that compared to other B&Bs in the region, the price is more than reasonable for what you get.",5,positive
11.43\ca\1077142\2236803\164308817.html,Avon Lodge B&amp;B,"""We chose the Avon Lodge given its locality to a wedding which we attended. The room was excellent and situated in a desperate block from the main house. Loads of towels, clean and pressed linen and free roam of a minature cottage including a full kitchen, lounge and beautiful bathroom. To top it off, an excellent breakfast was provided by the friendly hosts at a time to suit us. An excellent experience.",5,positive
11.43\ca\1077142\2236803\167674221.html,Avon Lodge B&amp;B,"""This is outstanding accommodation in every way. The decor,cleanliness and attention to detail. Chris and Carole work very hard to provide the best accommodation west of Claridges. What i didnt see in the other reviews is the fact that you get this accommodation entirely to yourselves. Essentially this is a little cottage - your given a key shown around and off you go. With hindsight we wish we had returned earlier and opened a bottle of wine in the beautiful garden. Breakfast is outstanding and they could not be more friendly. It really is the benchmark..",5,positive
11.43\ca\1077142\2236803\167686551.html,Avon Lodge B&amp;B,"""Very comfortable with lovely fluffy towels  and friendly service.\nQuiet location at the end of the lane,just you and the cows ! Beware, your sat nav won't find it, you need to use directions given.\nTwo rooms available,with your own kitchen. The cupcakes were tasty too.\nSome good walks around.\nClose to the motorway.",4,positive
11.43\ca\1077142\2236803\170882464.html,Avon Lodge B&amp;B,"""We've just returned from a weekend staying here and could not have asked for anything more. Beautiful secluded cottage, gorgeous views and amazing hosts.\n\nCarole was there to greet us as soon as we arrived and was so welcoming. She gave us the number of the local taxi company and we took a short ride to a lovely little restaurant. \n\nThe cottage itself is so peaceful. You can't beat sitting in that tub with the skylight open looking out across the countryside and making friends with the cows :) There were 2 rooms available but we had the whole place to ourselves- great value for money.\n\nChris and Carole came to prepare us a fantastic breakfast (at a time that suited us) in the morning. They provided anything we could have wanted- fruit, yoghurt, cereal, croissants, pastries and a full English! I just wished my stomach was bigger!\n\nAll in all a perfect stay. I would definitely consider staying again if I am nearby and would recommend it to anyone. Thanks so much Carole and Chris!",5,positive
11.43\ca\1077142\2236803\171488405.html,Avon Lodge B&amp;B,"""This excellent B &B must be visited to appreciate the superb value for money that it offers.Set in a quiet and peaceful location,this lovely country cottage has the choice of two double bedrooms with  its own lounge,kitchen, big bathroom with a roll top bath and separate shower cubicle and a large conservatory where breakfast is served.Our hosts Carole & Chris are a great team and provided every assistance and help throughout our stay.A comfortable nights sleep and a 5 star breakfast, prepared and served with TLC by our bespoke hosts completed a wonderful stay.We look forward to a return visit and would highly recommend Avon Lodge to anybody seeking quality accommodation and service which Carole & Chris provide.Zoe & Chris Griffin.Ealing,London",5,positive
